"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"State"	"States Code"	"Year"	"Year Code"	Count	Population	Crude Rate
	"Myeloma"	"34000"	"Pennsylvania"	"42"	"2013"	"2013"	1045	12781296	8.2
	"Myeloma"	"34000"	"Rhode Island"	"44"	"1999"	"1999"	62	1040402	6.0
	"Myeloma"	"34000"	"Rhode Island"	"44"	"2000"	"2000"	58	1050268	5.5
	"Myeloma"	"34000"	"Rhode Island"	"44"	"2001"	"2001"	65	1057142	6.1
	"Myeloma"	"34000"	"Rhode Island"	"44"	"2002"	"2002"	67	1065995	6.3
	"Myeloma"	"34000"	"Rhode Island"	"44"	"2003"	"2003"	71	1071342	6.6
	"Myeloma"	"34000"	"Rhode Island"	"44"	"2004"	"2004"	70	1074579	6.5
	"Myeloma"	"34000"	"Rhode Island"	"44"	"2005"	"2005"	58	1067916	5.4
	"Myeloma"	"34000"	"Rhode Island"	"44"	"2006"	"2006"	66	1063096	6.2
	"Myeloma"	"34000"	"Rhode Island"	"44"	"2007"	"2007"	66	1057315	6.2
	"Myeloma"	"34000"	"Rhode Island"	"44"	"2008"	"2008"	60	1055003	5.7
	"Myeloma"	"34000"	"Rhode Island"	"44"	"2009"	"2009"	69	1053646	6.5
	"Myeloma"	"34000"	"Rhode Island"	"44"	"2010"	"2010"	76	1053078	7.2
	"Myeloma"	"34000"	"Rhode Island"	"44"	"2011"	"2011"	75	1052020	7.1
	"Myeloma"	"34000"	"Rhode Island"	"44"	"2012"	"2012"	87	1052637	8.3
	"Myeloma"	"34000"	"Rhode Island"	"44"	"2013"	"2013"	59	1053354	5.6
	"Myeloma"	"34000"	"South Carolina"	"45"	"1999"	"1999"	240	3974682	6.0
	"Myeloma"	"34000"	"South Carolina"	"45"	"2000"	"2000"	251	4024223	6.2
	"Myeloma"	"34000"	"South Carolina"	"45"	"2001"	"2001"	274	4064995	6.7
	"Myeloma"	"34000"	"South Carolina"	"45"	"2002"	"2002"	288	4107795	7.0
	"Myeloma"	"34000"	"South Carolina"	"45"	"2003"	"2003"	324	4150297	7.8
	"Myeloma"	"34000"	"South Carolina"	"45"	"2004"	"2004"	303	4210921	7.2
	"Myeloma"	"34000"	"South Carolina"	"45"	"2005"	"2005"	320	4270150	7.5
	"Myeloma"	"34000"	"South Carolina"	"45"	"2006"	"2006"	294	4357847	6.7
	"Myeloma"	"34000"	"South Carolina"	"45"	"2007"	"2007"	312	4444110	7.0
	"Myeloma"	"34000"	"South Carolina"	"45"	"2008"	"2008"	313	4528996	6.9
	"Myeloma"	"34000"	"South Carolina"	"45"	"2009"	"2009"	350	4589872	7.6
	"Myeloma"	"34000"	"South Carolina"	"45"	"2010"	"2010"	393	4636290	8.5
	"Myeloma"	"34000"	"South Carolina"	"45"	"2011"	"2011"	379	4673054	8.1
	"Myeloma"	"34000"	"South Carolina"	"45"	"2012"	"2012"	464	4722621	9.8
	"Myeloma"	"34000"	"South Carolina"	"45"	"2013"	"2013"	419	4771929	8.8
	"Myeloma"	"34000"	"South Dakota"	"46"	"2001"	"2001"	49	757972	6.5
	"Myeloma"	"34000"	"South Dakota"	"46"	"2002"	"2002"	58	760020	7.6
	"Myeloma"	"34000"	"South Dakota"	"46"	"2003"	"2003"	59	763729	7.7
	"Myeloma"	"34000"	"South Dakota"	"46"	"2004"	"2004"	69	770396	9.0
	"Myeloma"	"34000"	"South Dakota"	"46"	"2005"	"2005"	37	775493	4.8
	"Myeloma"	"34000"	"South Dakota"	"46"	"2006"	"2006"	47	783033	6.0
	"Myeloma"	"34000"	"South Dakota"	"46"	"2007"	"2007"	35	791623	4.4
	"Myeloma"	"34000"	"South Dakota"	"46"	"2008"	"2008"	44	799124	5.5
	"Myeloma"	"34000"	"South Dakota"	"46"	"2009"	"2009"	74	807067	9.2
	"Myeloma"	"34000"	"South Dakota"	"46"	"2010"	"2010"	57	816192	7.0
	"Myeloma"	"34000"	"South Dakota"	"46"	"2011"	"2011"	77	824171	9.3
	"Myeloma"	"34000"	"South Dakota"	"46"	"2012"	"2012"	66	834504	7.9
	"Myeloma"	"34000"	"South Dakota"	"46"	"2013"	"2013"	63	845510	7.5
	"Myeloma"	"34000"	"Tennessee"	"47"	"2003"	"2003"	319	5847812	5.5
	"Myeloma"	"34000"	"Tennessee"	"47"	"2004"	"2004"	323	5910809	5.5
	"Myeloma"	"34000"	"Tennessee"	"47"	"2005"	"2005"	371	5991057	6.2
	"Myeloma"	"34000"	"Tennessee"	"47"	"2006"	"2006"	429	6088766	7.0
	"Myeloma"	"34000"	"Tennessee"	"47"	"2007"	"2007"	383	6175727	6.2
	"Myeloma"	"34000"	"Tennessee"	"47"	"2008"	"2008"	412	6247411	6.6
	"Myeloma"	"34000"	"Tennessee"	"47"	"2009"	"2009"	438	6306019	6.9
	"Myeloma"	"34000"	"Tennessee"	"47"	"2010"	"2010"	437	6356628	6.9
	"Myeloma"	"34000"	"Tennessee"	"47"	"2011"	"2011"	437	6398389	6.8
	"Myeloma"	"34000"	"Tennessee"	"47"	"2012"	"2012"	454	6455177	7.0
	"Myeloma"	"34000"	"Tennessee"	"47"	"2013"	"2013"	490	6497269	7.5
	"Myeloma"	"34000"	"Texas"	"48"	"1999"	"1999"	1043	20558220	5.1
	"Myeloma"	"34000"	"Texas"	"48"	"2000"	"2000"	1131	20944499	5.4
	"Myeloma"	"34000"	"Texas"	"48"	"2001"	"2001"	1210	21319622	5.7
	"Myeloma"	"34000"	"Texas"	"48"	"2002"	"2002"	1169	21690325	5.4
	"Myeloma"	"34000"	"Texas"	"48"	"2003"	"2003"	1284	22030931	5.8
	"Myeloma"	"34000"	"Texas"	"48"	"2004"	"2004"	1284	22394023	5.7
	"Myeloma"	"34000"	"Texas"	"48"	"2005"	"2005"	1341	22773020	5.9
	"Myeloma"	"34000"	"Texas"	"48"	"2006"	"2006"	1358	23359580	5.8
	"Myeloma"	"34000"	"Texas"	"48"	"2007"	"2007"	1357	23831983	5.7
	"Myeloma"	"34000"	"Texas"	"48"	"2008"	"2008"	1361	24309039	5.6
	"Myeloma"	"34000"	"Texas"	"48"	"2009"	"2009"	1445	24801761	5.8
	"Myeloma"	"34000"	"Texas"	"48"	"2010"	"2010"	1562	25245717	6.2
	"Myeloma"	"34000"	"Texas"	"48"	"2011"	"2011"	1557	25657477	6.1
	"Myeloma"	"34000"	"Texas"	"48"	"2012"	"2012"	1686	26094422	6.5
	"Myeloma"	"34000"	"Texas"	"48"	"2013"	"2013"	1667	26505637	6.3
	"Myeloma"	"34000"	"Utah"	"49"	"1999"	"1999"	80	2203482	3.6
	"Myeloma"	"34000"	"Utah"	"49"	"2000"	"2000"	104	2244502	4.6
	"Myeloma"	"34000"	"Utah"	"49"	"2001"	"2001"	95	2283715	4.2
	"Myeloma"	"34000"	"Utah"	"49"	"2002"	"2002"	84	2324815	3.6
	"Myeloma"	"34000"	"Utah"	"49"	"2003"	"2003"	92	2360137	3.9
	"Myeloma"	"34000"	"Utah"	"49"	"2004"	"2004"	89	2401580	3.7
	"Myeloma"	"34000"	"Utah"	"49"	"2005"	"2005"	86	2457719	3.5
	"Myeloma"	"34000"	"Utah"	"49"	"2006"	"2006"	94	2525507	3.7
	"Myeloma"	"34000"	"Utah"	"49"	"2007"	"2007"	118	2597746	4.5
	"Myeloma"	"34000"	"Utah"	"49"	"2008"	"2008"	122	2663029	4.6
	"Myeloma"	"34000"	"Utah"	"49"	"2009"	"2009"	118	2723421	4.3
	"Myeloma"	"34000"	"Utah"	"49"	"2010"	"2010"	142	2774346	5.1
	"Myeloma"	"34000"	"Utah"	"49"	"2011"	"2011"	139	2815324	4.9
	"Myeloma"	"34000"	"Utah"	"49"	"2012"	"2012"	173	2855194	6.1
	"Myeloma"	"34000"	"Utah"	"49"	"2013"	"2013"	114	2902787	3.9
	"Myeloma"	"34000"	"Vermont"	"50"	"1999"	"1999"	34	604683	5.6
	"Myeloma"	"34000"	"Vermont"	"50"	"2000"	"2000"	33	609618	5.4
	"Myeloma"	"34000"	"Vermont"	"50"	"2001"	"2001"	31	612223	5.1
	"Myeloma"	"34000"	"Vermont"	"50"	"2002"	"2002"	26	615442	4.2
	"Myeloma"	"34000"	"Vermont"	"50"	"2003"	"2003"	32	617858	5.2
	"Myeloma"	"34000"	"Vermont"	"50"	"2004"	"2004"	33	619920	5.3
	"Myeloma"	"34000"	"Vermont"	"50"	"2005"	"2005"	36	621215	5.8
	"Myeloma"	"34000"	"Vermont"	"50"	"2006"	"2006"	31	622892	5.0
	"Myeloma"	"34000"	"Vermont"	"50"	"2007"	"2007"	37	623481	5.9
	"Myeloma"	"34000"	"Vermont"	"50"	"2008"	"2008"	37	624151	5.9
	"Myeloma"	"34000"	"Vermont"	"50"	"2009"	"2009"	55	624817	8.8
	"Myeloma"	"34000"	"Vermont"	"50"	"2010"	"2010"	40	625792	6.4
	"Myeloma"	"34000"	"Vermont"	"50"	"2011"	"2011"	45	626450	7.2
	"Myeloma"	"34000"	"Vermont"	"50"	"2012"	"2012"	41	626138	6.5
	"Myeloma"	"34000"	"Vermont"	"50"	"2013"	"2013"	46	626855	7.3
	"Myeloma"	"34000"	"Virginia"	"51"	"2003"	"2003"	418	7366977	5.7
	"Myeloma"	"34000"	"Virginia"	"51"	"2004"	"2004"	425	7475575	5.7
	"Myeloma"	"34000"	"Virginia"	"51"	"2005"	"2005"	429	7577105	5.7
	"Myeloma"	"34000"	"Virginia"	"51"	"2006"	"2006"	452	7673725	5.9
	"Myeloma"	"34000"	"Virginia"	"51"	"2007"	"2007"	436	7751000	5.6
	"Myeloma"	"34000"	"Virginia"	"51"	"2008"	"2008"	468	7833496	6.0
	"Myeloma"	"34000"	"Virginia"	"51"	"2009"	"2009"	553	7925937	7.0
	"Myeloma"	"34000"	"Virginia"	"51"	"2010"	"2010"	513	8025376	6.4
	"Myeloma"	"34000"	"Virginia"	"51"	"2011"	"2011"	526	8110188	6.5
	"Myeloma"	"34000"	"Virginia"	"51"	"2012"	"2012"	557	8193422	6.8
	"Myeloma"	"34000"	"Virginia"	"51"	"2013"	"2013"	518	8270345	6.3
	"Myeloma"	"34000"	"Washington"	"53"	"1999"	"1999"	304	5842564	5.2
	"Myeloma"	"34000"	"Washington"	"53"	"2000"	"2000"	345	5910512	5.8
	"Myeloma"	"34000"	"Washington"	"53"	"2001"	"2001"	324	5985722	5.4
	"Myeloma"	"34000"	"Washington"	"53"	"2002"	"2002"	355	6052349	5.9
	"Myeloma"	"34000"	"Washington"	"53"	"2003"	"2003"	347	6104115	5.7
	"Myeloma"	"34000"	"Washington"	"53"	"2004"	"2004"	339	6178645	5.5
	"Myeloma"	"34000"	"Washington"	"53"	"2005"	"2005"	352	6257305	5.6
	"Myeloma"	"34000"	"Washington"	"53"	"2006"	"2006"	383	6370753	6.0
	"Myeloma"	"34000"	"Washington"	"53"	"2007"	"2007"	348	6461587	5.4
	"Myeloma"	"34000"	"Washington"	"53"	"2008"	"2008"	389	6562231	5.9
	"Myeloma"	"34000"	"Washington"	"53"	"2009"	"2009"	412	6667426	6.2
	"Myeloma"	"34000"	"Washington"	"53"	"2010"	"2010"	408	6741911	6.1
	"Myeloma"	"34000"	"Washington"	"53"	"2011"	"2011"	453	6822112	6.6
	"Myeloma"	"34000"	"Washington"	"53"	"2012"	"2012"	499	6896325	7.2
	"Myeloma"	"34000"	"Washington"	"53"	"2013"	"2013"	440	6973742	6.3
	"Myeloma"	"34000"	"West Virginia"	"54"	"1999"	"1999"	95	1811799	5.2
	"Myeloma"	"34000"	"West Virginia"	"54"	"2000"	"2000"	101	1807021	5.6
	"Myeloma"	"34000"	"West Virginia"	"54"	"2001"	"2001"	125	1801481	6.9
	"Myeloma"	"34000"	"West Virginia"	"54"	"2002"	"2002"	131	1805414	7.3
	"Myeloma"	"34000"	"West Virginia"	"54"	"2003"	"2003"	133	1812295	7.3
	"Myeloma"	"34000"	"West Virginia"	"54"	"2004"	"2004"	117	1816438	6.4
	"Myeloma"	"34000"	"West Virginia"	"54"	"2005"	"2005"	126	1820492	6.9
	"Myeloma"	"34000"	"West Virginia"	"54"	"2006"	"2006"	136	1827912	7.4
	"Myeloma"	"34000"	"West Virginia"	"54"	"2007"	"2007"	127	1834052	6.9
	"Myeloma"	"34000"	"West Virginia"	"54"	"2008"	"2008"	125	1840310	6.8
	"Myeloma"	"34000"	"West Virginia"	"54"	"2009"	"2009"	136	1847775	7.4
	"Myeloma"	"34000"	"West Virginia"	"54"	"2010"	"2010"	129	1854176	7.0
	"Myeloma"	"34000"	"West Virginia"	"54"	"2011"	"2011"	147	1854982	7.9
	"Myeloma"	"34000"	"West Virginia"	"54"	"2012"	"2012"	135	1856313	7.3
	"Myeloma"	"34000"	"West Virginia"	"54"	"2013"	"2013"	149	1853595	8.0
	"Myeloma"	"34000"	"Wisconsin"	"55"	"1999"	"1999"	292	5332666	5.5
	"Myeloma"	"34000"	"Wisconsin"	"55"	"2000"	"2000"	262	5373999	4.9
	"Myeloma"	"34000"	"Wisconsin"	"55"	"2001"	"2001"	334	5406835	6.2
	"Myeloma"	"34000"	"Wisconsin"	"55"	"2002"	"2002"	318	5445162	5.8
	"Myeloma"	"34000"	"Wisconsin"	"55"	"2003"	"2003"	324	5479203	5.9
	"Myeloma"	"34000"	"Wisconsin"	"55"	"2004"	"2004"	367	5514026	6.7
	"Myeloma"	"34000"	"Wisconsin"	"55"	"2005"	"2005"	368	5546166	6.6
	"Myeloma"	"34000"	"Wisconsin"	"55"	"2006"	"2006"	352	5577655	6.3
	"Myeloma"	"34000"	"Wisconsin"	"55"	"2007"	"2007"	374	5610775	6.7
	"Myeloma"	"34000"	"Wisconsin"	"55"	"2008"	"2008"	430	5640996	7.6
	"Myeloma"	"34000"	"Wisconsin"	"55"	"2009"	"2009"	456	5669264	8.0
	"Myeloma"	"34000"	"Wisconsin"	"55"	"2010"	"2010"	420	5689268	7.4
	"Myeloma"	"34000"	"Wisconsin"	"55"	"2011"	"2011"	450	5708785	7.9
	"Myeloma"	"34000"	"Wisconsin"	"55"	"2012"	"2012"	464	5724888	8.1
	"Myeloma"	"34000"	"Wisconsin"	"55"	"2013"	"2013"	475	5742953	8.3
	"Myeloma"	"34000"	"Wyoming"	"56"	"2000"	"2000"	30	494300	6.1
	"Myeloma"	"34000"	"Wyoming"	"56"	"2001"	"2001"	21	494657	4.2
	"Myeloma"	"34000"	"Wyoming"	"56"	"2002"	"2002"	22	500017	4.4
	"Myeloma"	"34000"	"Wyoming"	"56"	"2003"	"2003"	21	503453	4.2
	"Myeloma"	"34000"	"Wyoming"	"56"	"2004"	"2004"	31	509106	6.1
	"Myeloma"	"34000"	"Wyoming"	"56"	"2005"	"2005"	25	514157	4.9
	"Myeloma"	"34000"	"Wyoming"	"56"	"2006"	"2006"	19	522667	3.6
	"Myeloma"	"34000"	"Wyoming"	"56"	"2007"	"2007"	29	534876	5.4
	"Myeloma"	"34000"	"Wyoming"	"56"	"2008"	"2008"	25	546043	4.6
	"Myeloma"	"34000"	"Wyoming"	"56"	"2009"	"2009"	30	559851	5.4
	"Myeloma"	"34000"	"Wyoming"	"56"	"2010"	"2010"	30	564358	5.3
	"Myeloma"	"34000"	"Wyoming"	"56"	"2011"	"2011"	38	567631	6.7
	"Myeloma"	"34000"	"Wyoming"	"56"	"2012"	"2012"	36	576893	6.2
	"Myeloma"	"34000"	"Wyoming"	"56"	"2013"	"2013"	37	583223	6.3
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Alabama"	"01"	"1999"	"1999"	714	4430141	16.1
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Alabama"	"01"	"2000"	"2000"	710	4452173	15.9
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Alabama"	"01"	"2001"	"2001"	761	4467634	17.0
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Alabama"	"01"	"2002"	"2002"	806	4480089	18.0
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Alabama"	"01"	"2003"	"2003"	779	4503491	17.3
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Alabama"	"01"	"2004"	"2004"	866	4530729	19.1
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Alabama"	"01"	"2005"	"2005"	864	4565917	18.9
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Alabama"	"01"	"2006"	"2006"	780	4628981	16.9
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Alabama"	"01"	"2007"	"2007"	843	4672840	18.0
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Alabama"	"01"	"2008"	"2008"	792	4718206	16.8
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Alabama"	"01"	"2009"	"2009"	855	4757938	18.0
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Alabama"	"01"	"2010"	"2010"	916	4785822	19.1
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Alabama"	"01"	"2011"	"2011"	868	4801695	18.1
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Alabama"	"01"	"2012"	"2012"	893	4817484	18.5
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Alabama"	"01"	"2013"	"2013"	913	4833996	18.9
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Alaska"	"02"	"1999"	"1999"	90	624779	14.4
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Alaska"	"02"	"2000"	"2000"	89	627963	14.2
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Alaska"	"02"	"2001"	"2001"	91	633714	14.4
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Alaska"	"02"	"2002"	"2002"	99	642337	15.4
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Alaska"	"02"	"2003"	"2003"	87	648414	13.4
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Alaska"	"02"	"2004"	"2004"	90	659286	13.7
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Alaska"	"02"	"2005"	"2005"	111	666946	16.6
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Alaska"	"02"	"2006"	"2006"	112	675302	16.6
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Alaska"	"02"	"2007"	"2007"	103	680300	15.1
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Alaska"	"02"	"2008"	"2008"	101	687455	14.7
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Alaska"	"02"	"2009"	"2009"	102	698895	14.6
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Alaska"	"02"	"2010"	"2010"	99	713856	13.9
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Alaska"	"02"	"2011"	"2011"	108	722572	14.9
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Alaska"	"02"	"2012"	"2012"	106	731081	14.5
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Alaska"	"02"	"2013"	"2013"	116	737259	15.7
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Arizona"	"04"	"1999"	"1999"	817	5023823	16.3
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Arizona"	"04"	"2000"	"2000"	893	5160586	17.3
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Arizona"	"04"	"2001"	"2001"	879	5273477	16.7
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Arizona"	"04"	"2002"	"2002"	909	5396255	16.8
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Arizona"	"04"	"2003"	"2003"	883	5510364	16.0
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Arizona"	"04"	"2004"	"2004"	961	5652404	17.0
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Arizona"	"04"	"2005"	"2005"	994	5839077	17.0
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Arizona"	"04"	"2006"	"2006"	957	6029141	15.9
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Arizona"	"04"	"2007"	"2007"	1067	6167681	17.3
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Arizona"	"04"	"2008"	"2008"	1020	6280362	16.2
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Arizona"	"04"	"2009"	"2009"	1116	6343154	17.6
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Arizona"	"04"	"2010"	"2010"	1082	6411999	16.9
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Arizona"	"04"	"2011"	"2011"	1221	6472867	18.9
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Arizona"	"04"	"2012"	"2012"	1088	6556236	16.6
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Arizona"	"04"	"2013"	"2013"	1161	6634997	17.5
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Arkansas"	"05"	"2001"	"2001"	505	2691571	18.8
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Arkansas"	"05"	"2002"	"2002"	526	2705927	19.4
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Arkansas"	"05"	"2003"	"2003"	527	2724816	19.3
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Arkansas"	"05"	"2004"	"2004"	565	2749686	20.5
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Arkansas"	"05"	"2005"	"2005"	590	2781097	21.2
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Arkansas"	"05"	"2006"	"2006"	567	2821761	20.1
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Arkansas"	"05"	"2007"	"2007"	568	2848650	19.9
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Arkansas"	"05"	"2008"	"2008"	574	2874554	20.0
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Arkansas"	"05"	"2009"	"2009"	605	2896843	20.9
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Arkansas"	"05"	"2010"	"2010"	568	2922297	19.4
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Arkansas"	"05"	"2011"	"2011"	534	2938430	18.2
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Arkansas"	"05"	"2012"	"2012"	614	2949300	20.8
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Arkansas"	"05"	"2013"	"2013"	611	2958765	20.7
	"Non-Hodgkin Lymphoma"	"33041-33042"	"California"	"06"	"1999"	"1999"	5640	33499204	16.8
	"Non-Hodgkin Lymphoma"	"33041-33042"	"California"	"06"	"2000"	"2000"	5725	33987977	16.8
	"Non-Hodgkin Lymphoma"	"33041-33042"	"California"	"06"	"2001"	"2001"	5896	34479458	17.1
	"Non-Hodgkin Lymphoma"	"33041-33042"	"California"	"06"	"2002"	"2002"	5969	34871843	17.1
	"Non-Hodgkin Lymphoma"	"33041-33042"	"California"	"06"	"2003"	"2003"	5997	35253159	17.0
	"Non-Hodgkin Lymphoma"	"33041-33042"	"California"	"06"	"2004"	"2004"	6255	35574576	17.6
	"Non-Hodgkin Lymphoma"	"33041-33042"	"California"	"06"	"2005"	"2005"	6356	35827943	17.7
	"Non-Hodgkin Lymphoma"	"33041-33042"	"California"	"06"	"2006"	"2006"	6369	36021202	17.7
	"Non-Hodgkin Lymphoma"	"33041-33042"	"California"	"06"	"2007"	"2007"	6548	36250311	18.1
	"Non-Hodgkin Lymphoma"	"33041-33042"	"California"	"06"	"2008"	"2008"	6686	36604337	18.3
	"Non-Hodgkin Lymphoma"	"33041-33042"	"California"	"06"	"2009"	"2009"	6905	36961229	18.7
	"Non-Hodgkin Lymphoma"	"33041-33042"	"California"	"06"	"2010"	"2010"	7026	37336011	18.8
	"Non-Hodgkin Lymphoma"	"33041-33042"	"California"	"06"	"2011"	"2011"	6939	37701901	18.4
	"Non-Hodgkin Lymphoma"	"33041-33042"	"California"	"06"	"2012"	"2012"	7064	38062780	18.6
	"Non-Hodgkin Lymphoma"	"33041-33042"	"California"	"06"	"2013"	"2013"	7130	38431393	18.6
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Colorado"	"08"	"1999"	"1999"	708	4226018	16.8
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Colorado"	"08"	"2000"	"2000"	683	4326921	15.8
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Colorado"	"08"	"2001"	"2001"	726	4425687	16.4
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Colorado"	"08"	"2002"	"2002"	770	4490406	17.1
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Colorado"	"08"	"2003"	"2003"	785	4528732	17.3
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Colorado"	"08"	"2004"	"2004"	772	4575013	16.9
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Colorado"	"08"	"2005"	"2005"	769	4631888	16.6
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Colorado"	"08"	"2006"	"2006"	809	4720423	17.1
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Colorado"	"08"	"2007"	"2007"	883	4803868	18.4
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Colorado"	"08"	"2008"	"2008"	900	4889730	18.4
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Colorado"	"08"	"2009"	"2009"	902	4972195	18.1
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Colorado"	"08"	"2010"	"2010"	915	5048575	18.1
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Colorado"	"08"	"2011"	"2011"	935	5119661	18.3
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Colorado"	"08"	"2012"	"2012"	918	5191709	17.7
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Colorado"	"08"	"2013"	"2013"	897	5272086	17.0
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Connecticut"	"09"	"1999"	"1999"	812	3386401	24.0
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Connecticut"	"09"	"2000"	"2000"	732	3411777	21.5
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Connecticut"	"09"	"2001"	"2001"	763	3432835	22.2
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Connecticut"	"09"	"2002"	"2002"	785	3458749	22.7
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Connecticut"	"09"	"2003"	"2003"	818	3484336	23.5
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Connecticut"	"09"	"2004"	"2004"	874	3496094	25.0
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Connecticut"	"09"	"2005"	"2005"	880	3506956	25.1
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Connecticut"	"09"	"2006"	"2006"	842	3517460	23.9
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Connecticut"	"09"	"2007"	"2007"	855	3527270	24.2
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Connecticut"	"09"	"2008"	"2008"	855	3545579	24.1
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Connecticut"	"09"	"2009"	"2009"	866	3561807	24.3
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Connecticut"	"09"	"2010"	"2010"	857	3579345	23.9
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Connecticut"	"09"	"2011"	"2011"	867	3590537	24.1
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Connecticut"	"09"	"2012"	"2012"	916	3594362	25.5
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Connecticut"	"09"	"2013"	"2013"	853	3599341	23.7
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Delaware"	"10"	"1999"	"1999"	128	774990	16.5
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Delaware"	"10"	"2000"	"2000"	180	786373	22.9
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Delaware"	"10"	"2001"	"2001"	173	795699	21.7
	"Non-Hodgkin Lymphoma"	"33041-33042"	"Delaware"	"10"	"2002"	"2002"	167	806169	20.7
