"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"MSA"	"MSA Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Breast"	"26000"	" Portland-South Portland, ME  "	"38860"	"2004"	"2004"	62	508428	12.2
	"Breast"	"26000"	" Portland-South Portland, ME  "	"38860"	"2005"	"2005"	79	510287	15.5
	"Breast"	"26000"	" Portland-South Portland, ME  "	"38860"	"2006"	"2006"	69	510614	13.5
	"Breast"	"26000"	" Portland-South Portland, ME  "	"38860"	"2007"	"2007"	66	512265	12.9
	"Breast"	"26000"	" Portland-South Portland, ME  "	"38860"	"2008"	"2008"	70	514191	13.6
	"Breast"	"26000"	" Portland-South Portland, ME  "	"38860"	"2009"	"2009"	76	514728	14.8
	"Breast"	"26000"	" Portland-South Portland, ME  "	"38860"	"2010"	"2010"	65	513807	12.7
	"Breast"	"26000"	" Portland-South Portland, ME  "	"38860"	"2011"	"2011"	67	515995	13.0
	"Breast"	"26000"	" Portland-South Portland, ME  "	"38860"	"2012"	"2012"	76	518219	14.7
	"Breast"	"26000"	" Portland-South Portland, ME  "	"38860"	"2013"	"2013"	82	520363	15.8
	"Breast"	"26000"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"1999"	"1999"	226	1906262	11.9
	"Breast"	"26000"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2000"	"2000"	243	1934792	12.6
	"Breast"	"26000"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2001"	"2001"	262	1971152	13.3
	"Breast"	"26000"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2002"	"2002"	265	2002918	13.2
	"Breast"	"26000"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2003"	"2003"	268	2024115	13.2
	"Breast"	"26000"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2004"	"2004"	249	2039297	12.2
	"Breast"	"26000"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2005"	"2005"	251	2067325	12.1
	"Breast"	"26000"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2006"	"2006"	283	2103164	13.5
	"Breast"	"26000"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2007"	"2007"	276	2137828	12.9
	"Breast"	"26000"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2008"	"2008"	253	2172853	11.6
	"Breast"	"26000"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2009"	"2009"	247	2206737	11.2
	"Breast"	"26000"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2010"	"2010"	299	2232079	13.4
	"Breast"	"26000"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2011"	"2011"	240	2260178	10.6
	"Breast"	"26000"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2012"	"2012"	250	2288729	10.9
	"Breast"	"26000"	" Portland-Vancouver-Hillsboro, OR-WA  "	"38900"	"2013"	"2013"	300	2314747	13.0
	"Breast"	"26000"	" Providence-Warwick, RI-MA  "	"39300"	"1999"	"1999"	267	1571610	17.0
	"Breast"	"26000"	" Providence-Warwick, RI-MA  "	"39300"	"2000"	"2000"	284	1586085	17.9
	"Breast"	"26000"	" Providence-Warwick, RI-MA  "	"39300"	"2001"	"2001"	257	1595424	16.1
	"Breast"	"26000"	" Providence-Warwick, RI-MA  "	"39300"	"2002"	"2002"	256	1608716	15.9
	"Breast"	"26000"	" Providence-Warwick, RI-MA  "	"39300"	"2003"	"2003"	267	1617623	16.5
	"Breast"	"26000"	" Providence-Warwick, RI-MA  "	"39300"	"2004"	"2004"	228	1620567	14.1
	"Breast"	"26000"	" Providence-Warwick, RI-MA  "	"39300"	"2005"	"2005"	246	1613353	15.2
	"Breast"	"26000"	" Providence-Warwick, RI-MA  "	"39300"	"2006"	"2006"	230	1607583	14.3
	"Breast"	"26000"	" Providence-Warwick, RI-MA  "	"39300"	"2007"	"2007"	241	1602603	15.0
	"Breast"	"26000"	" Providence-Warwick, RI-MA  "	"39300"	"2008"	"2008"	204	1601459	12.7
	"Breast"	"26000"	" Providence-Warwick, RI-MA  "	"39300"	"2009"	"2009"	228	1600970	14.2
	"Breast"	"26000"	" Providence-Warwick, RI-MA  "	"39300"	"2010"	"2010"	215	1602154	13.4
	"Breast"	"26000"	" Providence-Warwick, RI-MA  "	"39300"	"2011"	"2011"	215	1601145	13.4
	"Breast"	"26000"	" Providence-Warwick, RI-MA  "	"39300"	"2012"	"2012"	213	1603402	13.3
	"Breast"	"26000"	" Providence-Warwick, RI-MA  "	"39300"	"2013"	"2013"	226	1605521	14.1
	"Breast"	"26000"	" Provo-Orem, UT  "	"39340"	"1999"	"1999"	26	369707	7.0
	"Breast"	"26000"	" Provo-Orem, UT  "	"39340"	"2000"	"2000"	23	380079	6.1
	"Breast"	"26000"	" Provo-Orem, UT  "	"39340"	"2001"	"2001"	19	394059	4.8
	"Breast"	"26000"	" Provo-Orem, UT  "	"39340"	"2002"	"2002"	37	405672	9.1
	"Breast"	"26000"	" Provo-Orem, UT  "	"39340"	"2003"	"2003"	34	414780	8.2
	"Breast"	"26000"	" Provo-Orem, UT  "	"39340"	"2004"	"2004"	29	425023	6.8
	"Breast"	"26000"	" Provo-Orem, UT  "	"39340"	"2005"	"2005"	38	439623	8.6
	"Breast"	"26000"	" Provo-Orem, UT  "	"39340"	"2006"	"2006"	31	457471	6.8
	"Breast"	"26000"	" Provo-Orem, UT  "	"39340"	"2007"	"2007"	28	479181	5.8
	"Breast"	"26000"	" Provo-Orem, UT  "	"39340"	"2008"	"2008"	33	497639	6.6
	"Breast"	"26000"	" Provo-Orem, UT  "	"39340"	"2009"	"2009"	32	515010	6.2
	"Breast"	"26000"	" Provo-Orem, UT  "	"39340"	"2010"	"2010"	44	529830	8.3
	"Breast"	"26000"	" Provo-Orem, UT  "	"39340"	"2011"	"2011"	39	540396	7.2
	"Breast"	"26000"	" Provo-Orem, UT  "	"39340"	"2012"	"2012"	33	549930	6.0
	"Breast"	"26000"	" Provo-Orem, UT  "	"39340"	"2013"	"2013"	37	562253	6.6
	"Breast"	"26000"	" Raleigh, NC  "	"39580"	"1999"	"1999"	84	776786	10.8
	"Breast"	"26000"	" Raleigh, NC  "	"39580"	"2000"	"2000"	80	804157	9.9
	"Breast"	"26000"	" Raleigh, NC  "	"39580"	"2001"	"2001"	96	833100	11.5
	"Breast"	"26000"	" Raleigh, NC  "	"39580"	"2002"	"2002"	67	859117	7.8
	"Breast"	"26000"	" Raleigh, NC  "	"39580"	"2003"	"2003"	84	883333	9.5
	"Breast"	"26000"	" Raleigh, NC  "	"39580"	"2004"	"2004"	98	909510	10.8
	"Breast"	"26000"	" Raleigh, NC  "	"39580"	"2005"	"2005"	93	944725	9.8
	"Breast"	"26000"	" Raleigh, NC  "	"39580"	"2006"	"2006"	97	989219	9.8
	"Breast"	"26000"	" Raleigh, NC  "	"39580"	"2007"	"2007"	136	1034476	13.1
	"Breast"	"26000"	" Raleigh, NC  "	"39580"	"2008"	"2008"	93	1077163	8.6
	"Breast"	"26000"	" Raleigh, NC  "	"39580"	"2009"	"2009"	108	1110061	9.7
	"Breast"	"26000"	" Raleigh, NC  "	"39580"	"2010"	"2010"	140	1137346	12.3
	"Breast"	"26000"	" Raleigh, NC  "	"39580"	"2011"	"2011"	145	1163203	12.5
	"Breast"	"26000"	" Raleigh, NC  "	"39580"	"2012"	"2012"	152	1189075	12.8
	"Breast"	"26000"	" Raleigh, NC  "	"39580"	"2013"	"2013"	112	1215299	9.2
	"Breast"	"26000"	" Richmond, VA  "	"40060"	"1999"	"1999"	176	1045761	16.8
	"Breast"	"26000"	" Richmond, VA  "	"40060"	"2000"	"2000"	199	1058966	18.8
	"Breast"	"26000"	" Richmond, VA  "	"40060"	"2001"	"2001"	182	1070817	17.0
	"Breast"	"26000"	" Richmond, VA  "	"40060"	"2002"	"2002"	192	1084389	17.7
	"Breast"	"26000"	" Richmond, VA  "	"40060"	"2003"	"2003"	189	1098631	17.2
	"Breast"	"26000"	" Richmond, VA  "	"40060"	"2004"	"2004"	181	1115900	16.2
	"Breast"	"26000"	" Richmond, VA  "	"40060"	"2005"	"2005"	202	1135074	17.8
	"Breast"	"26000"	" Richmond, VA  "	"40060"	"2006"	"2006"	174	1157286	15.0
	"Breast"	"26000"	" Richmond, VA  "	"40060"	"2007"	"2007"	173	1174344	14.7
	"Breast"	"26000"	" Richmond, VA  "	"40060"	"2008"	"2008"	194	1189113	16.3
	"Breast"	"26000"	" Richmond, VA  "	"40060"	"2009"	"2009"	169	1200712	14.1
	"Breast"	"26000"	" Richmond, VA  "	"40060"	"2010"	"2010"	161	1210063	13.3
	"Breast"	"26000"	" Richmond, VA  "	"40060"	"2011"	"2011"	178	1219592	14.6
	"Breast"	"26000"	" Richmond, VA  "	"40060"	"2012"	"2012"	187	1233722	15.2
	"Breast"	"26000"	" Richmond, VA  "	"40060"	"2013"	"2013"	186	1246867	14.9
	"Breast"	"26000"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"1999"	"1999"	369	3189513	11.6
	"Breast"	"26000"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2000"	"2000"	427	3277022	13.0
	"Breast"	"26000"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2001"	"2001"	444	3377365	13.1
	"Breast"	"26000"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2002"	"2002"	379	3486938	10.9
	"Breast"	"26000"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2003"	"2003"	454	3617771	12.5
	"Breast"	"26000"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2004"	"2004"	433	3755607	11.5
	"Breast"	"26000"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2005"	"2005"	442	3875709	11.4
	"Breast"	"26000"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2006"	"2006"	456	3986510	11.4
	"Breast"	"26000"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2007"	"2007"	475	4067344	11.7
	"Breast"	"26000"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2008"	"2008"	464	4113447	11.3
	"Breast"	"26000"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2009"	"2009"	514	4160685	12.4
	"Breast"	"26000"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2010"	"2010"	441	4244242	10.4
	"Breast"	"26000"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2011"	"2011"	481	4302359	11.2
	"Breast"	"26000"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2012"	"2012"	501	4348670	11.5
	"Breast"	"26000"	" Riverside-San Bernardino-Ontario, CA  "	"40140"	"2013"	"2013"	496	4390262	11.3
	"Breast"	"26000"	" Rochester, NY  "	"40380"	"1999"	"1999"	159	1060310	15.0
	"Breast"	"26000"	" Rochester, NY  "	"40380"	"2000"	"2000"	183	1066482	17.2
	"Breast"	"26000"	" Rochester, NY  "	"40380"	"2001"	"2001"	168	1068215	15.7
	"Breast"	"26000"	" Rochester, NY  "	"40380"	"2002"	"2002"	167	1070355	15.6
	"Breast"	"26000"	" Rochester, NY  "	"40380"	"2003"	"2003"	159	1071918	14.8
	"Breast"	"26000"	" Rochester, NY  "	"40380"	"2004"	"2004"	152	1072494	14.2
	"Breast"	"26000"	" Rochester, NY  "	"40380"	"2005"	"2005"	127	1070418	11.9
	"Breast"	"26000"	" Rochester, NY  "	"40380"	"2006"	"2006"	145	1070370	13.5
	"Breast"	"26000"	" Rochester, NY  "	"40380"	"2007"	"2007"	134	1072040	12.5
	"Breast"	"26000"	" Rochester, NY  "	"40380"	"2008"	"2008"	174	1075302	16.2
	"Breast"	"26000"	" Rochester, NY  "	"40380"	"2009"	"2009"	161	1077941	14.9
	"Breast"	"26000"	" Rochester, NY  "	"40380"	"2010"	"2010"	157	1080082	14.5
	"Breast"	"26000"	" Rochester, NY  "	"40380"	"2011"	"2011"	158	1082269	14.6
	"Breast"	"26000"	" Rochester, NY  "	"40380"	"2012"	"2012"	130	1083059	12.0
	"Breast"	"26000"	" Rochester, NY  "	"40380"	"2013"	"2013"	148	1084094	13.7
	"Breast"	"26000"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"1999"	"1999"	254	1767237	14.4
	"Breast"	"26000"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2000"	"2000"	266	1807949	14.7
	"Breast"	"26000"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2001"	"2001"	243	1866310	13.0
	"Breast"	"26000"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2002"	"2002"	237	1923508	12.3
	"Breast"	"26000"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2003"	"2003"	259	1970542	13.1
	"Breast"	"26000"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2004"	"2004"	257	2008663	12.8
	"Breast"	"26000"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2005"	"2005"	262	2034850	12.9
	"Breast"	"26000"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2006"	"2006"	269	2057885	13.1
	"Breast"	"26000"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2007"	"2007"	228	2082217	10.9
	"Breast"	"26000"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2008"	"2008"	268	2108310	12.7
	"Breast"	"26000"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2009"	"2009"	273	2132657	12.8
	"Breast"	"26000"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2010"	"2010"	263	2154382	12.2
	"Breast"	"26000"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2011"	"2011"	280	2175727	12.9
	"Breast"	"26000"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2012"	"2012"	290	2195087	13.2
	"Breast"	"26000"	" Sacramento-Roseville-Arden-Arcade, CA  "	"40900"	"2013"	"2013"	259	2217515	11.7
	"Breast"	"26000"	" St. Louis, MO-IL  "	"41180"	"1999"	"1999"	445	2666413	16.7
	"Breast"	"26000"	" St. Louis, MO-IL  "	"41180"	"2000"	"2000"	460	2678822	17.2
	"Breast"	"26000"	" St. Louis, MO-IL  "	"41180"	"2001"	"2001"	447	2690131	16.6
	"Breast"	"26000"	" St. Louis, MO-IL  "	"41180"	"2002"	"2002"	431	2700121	16.0
	"Breast"	"26000"	" St. Louis, MO-IL  "	"41180"	"2003"	"2003"	437	2711031	16.1
	"Breast"	"26000"	" St. Louis, MO-IL  "	"41180"	"2004"	"2004"	426	2721868	15.7
	"Breast"	"26000"	" St. Louis, MO-IL  "	"41180"	"2005"	"2005"	452	2730316	16.6
	"Breast"	"26000"	" St. Louis, MO-IL  "	"41180"	"2006"	"2006"	411	2744265	15.0
	"Breast"	"26000"	" St. Louis, MO-IL  "	"41180"	"2007"	"2007"	412	2755581	15.0
	"Breast"	"26000"	" St. Louis, MO-IL  "	"41180"	"2008"	"2008"	420	2767776	15.2
	"Breast"	"26000"	" St. Louis, MO-IL  "	"41180"	"2009"	"2009"	414	2779404	14.9
	"Breast"	"26000"	" St. Louis, MO-IL  "	"41180"	"2010"	"2010"	446	2789886	16.0
	"Breast"	"26000"	" St. Louis, MO-IL  "	"41180"	"2011"	"2011"	416	2793725	14.9
	"Breast"	"26000"	" St. Louis, MO-IL  "	"41180"	"2012"	"2012"	394	2797281	14.1
	"Breast"	"26000"	" St. Louis, MO-IL  "	"41180"	"2013"	"2013"	409	2801587	14.6
	"Breast"	"26000"	" Salt Lake City, UT  "	"41620"	"1999"	"1999"	88	929195	9.5
	"Breast"	"26000"	" Salt Lake City, UT  "	"41620"	"2000"	"2000"	82	942537	8.7
	"Breast"	"26000"	" Salt Lake City, UT  "	"41620"	"2001"	"2001"	93	954081	9.7
	"Breast"	"26000"	" Salt Lake City, UT  "	"41620"	"2002"	"2002"	78	963150	8.1
	"Breast"	"26000"	" Salt Lake City, UT  "	"41620"	"2003"	"2003"	95	971454	9.8
	"Breast"	"26000"	" Salt Lake City, UT  "	"41620"	"2004"	"2004"	95	982034	9.7
	"Breast"	"26000"	" Salt Lake City, UT  "	"41620"	"2005"	"2005"	99	997221	9.9
	"Breast"	"26000"	" Salt Lake City, UT  "	"41620"	"2006"	"2006"	127	1018281	12.5
	"Breast"	"26000"	" Salt Lake City, UT  "	"41620"	"2007"	"2007"	87	1037540	8.4
	"Breast"	"26000"	" Salt Lake City, UT  "	"41620"	"2008"	"2008"	91	1055462	8.6
	"Breast"	"26000"	" Salt Lake City, UT  "	"41620"	"2009"	"2009"	95	1074013	8.8
	"Breast"	"26000"	" Salt Lake City, UT  "	"41620"	"2010"	"2010"	97	1091432	8.9
	"Breast"	"26000"	" Salt Lake City, UT  "	"41620"	"2011"	"2011"	88	1107634	7.9
	"Breast"	"26000"	" Salt Lake City, UT  "	"41620"	"2012"	"2012"	101	1124222	9.0
	"Breast"	"26000"	" Salt Lake City, UT  "	"41620"	"2013"	"2013"	102	1141584	8.9
	"Breast"	"26000"	" San Antonio-New Braunfels, TX  "	"41700"	"1999"	"1999"	206	1689009	12.2
	"Breast"	"26000"	" San Antonio-New Braunfels, TX  "	"41700"	"2000"	"2000"	218	1720003	12.7
	"Breast"	"26000"	" San Antonio-New Braunfels, TX  "	"41700"	"2001"	"2001"	212	1748123	12.1
	"Breast"	"26000"	" San Antonio-New Braunfels, TX  "	"41700"	"2002"	"2002"	221	1784153	12.4
	"Breast"	"26000"	" San Antonio-New Braunfels, TX  "	"41700"	"2003"	"2003"	211	1815846	11.6
	"Breast"	"26000"	" San Antonio-New Braunfels, TX  "	"41700"	"2004"	"2004"	208	1857602	11.2
	"Breast"	"26000"	" San Antonio-New Braunfels, TX  "	"41700"	"2005"	"2005"	214	1896328	11.3
	"Breast"	"26000"	" San Antonio-New Braunfels, TX  "	"41700"	"2006"	"2006"	235	1956361	12.0
	"Breast"	"26000"	" San Antonio-New Braunfels, TX  "	"41700"	"2007"	"2007"	218	2011543	10.8
	"Breast"	"26000"	" San Antonio-New Braunfels, TX  "	"41700"	"2008"	"2008"	200	2061275	9.7
	"Breast"	"26000"	" San Antonio-New Braunfels, TX  "	"41700"	"2009"	"2009"	218	2105672	10.4
	"Breast"	"26000"	" San Antonio-New Braunfels, TX  "	"41700"	"2010"	"2010"	263	2153255	12.2
	"Breast"	"26000"	" San Antonio-New Braunfels, TX  "	"41700"	"2011"	"2011"	231	2194231	10.5
	"Breast"	"26000"	" San Antonio-New Braunfels, TX  "	"41700"	"2012"	"2012"	243	2237771	10.9
	"Breast"	"26000"	" San Antonio-New Braunfels, TX  "	"41700"	"2013"	"2013"	251	2282201	11.0
	"Breast"	"26000"	" San Diego-Carlsbad, CA  "	"41740"	"1999"	"1999"	350	2789593	12.5
	"Breast"	"26000"	" San Diego-Carlsbad, CA  "	"41740"	"2000"	"2000"	419	2827366	14.8
	"Breast"	"26000"	" San Diego-Carlsbad, CA  "	"41740"	"2001"	"2001"	380	2869672	13.2
	"Breast"	"26000"	" San Diego-Carlsbad, CA  "	"41740"	"2002"	"2002"	414	2900355	14.3
	"Breast"	"26000"	" San Diego-Carlsbad, CA  "	"41740"	"2003"	"2003"	363	2914702	12.5
	"Breast"	"26000"	" San Diego-Carlsbad, CA  "	"41740"	"2004"	"2004"	349	2930007	11.9
	"Breast"	"26000"	" San Diego-Carlsbad, CA  "	"41740"	"2005"	"2005"	366	2938375	12.5
	"Breast"	"26000"	" San Diego-Carlsbad, CA  "	"41740"	"2006"	"2006"	367	2947289	12.5
	"Breast"	"26000"	" San Diego-Carlsbad, CA  "	"41740"	"2007"	"2007"	339	2975742	11.4
	"Breast"	"26000"	" San Diego-Carlsbad, CA  "	"41740"	"2008"	"2008"	364	3022116	12.0
	"Breast"	"26000"	" San Diego-Carlsbad, CA  "	"41740"	"2009"	"2009"	408	3061203	13.3
	"Breast"	"26000"	" San Diego-Carlsbad, CA  "	"41740"	"2010"	"2010"	356	3104543	11.5
	"Breast"	"26000"	" San Diego-Carlsbad, CA  "	"41740"	"2011"	"2011"	355	3141768	11.3
	"Breast"	"26000"	" San Diego-Carlsbad, CA  "	"41740"	"2012"	"2012"	389	3183413	12.2
	"Breast"	"26000"	" San Diego-Carlsbad, CA  "	"41740"	"2013"	"2013"	365	3222558	11.3
	"Breast"	"26000"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"1999"	"1999"	542	4089620	13.3
	"Breast"	"26000"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2000"	"2000"	590	4135875	14.3
	"Breast"	"26000"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2001"	"2001"	571	4174788	13.7
	"Breast"	"26000"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2002"	"2002"	585	4158544	14.1
	"Breast"	"26000"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2003"	"2003"	595	4145965	14.4
	"Breast"	"26000"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2004"	"2004"	571	4133400	13.8
	"Breast"	"26000"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2005"	"2005"	527	4137858	12.7
	"Breast"	"26000"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2006"	"2006"	589	4148724	14.2
	"Breast"	"26000"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2007"	"2007"	546	4183637	13.1
	"Breast"	"26000"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2008"	"2008"	523	4243932	12.3
	"Breast"	"26000"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2009"	"2009"	495	4302830	11.5
	"Breast"	"26000"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2010"	"2010"	534	4345179	12.3
	"Breast"	"26000"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2011"	"2011"	533	4400182	12.1
	"Breast"	"26000"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2012"	"2012"	562	4462179	12.6
	"Breast"	"26000"	" San Francisco-Oakland-Hayward, CA  "	"41860"	"2013"	"2013"	566	4529654	12.5
	"Breast"	"26000"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"1999"	"1999"	199	1722965	11.5
	"Breast"	"26000"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2000"	"2000"	172	1738728	9.9
	"Breast"	"26000"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2001"	"2001"	190	1742726	10.9
	"Breast"	"26000"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2002"	"2002"	169	1724404	9.8
	"Breast"	"26000"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2003"	"2003"	163	1718790	9.5
	"Breast"	"26000"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2004"	"2004"	173	1718016	10.1
	"Breast"	"26000"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2005"	"2005"	175	1729959	10.1
	"Breast"	"26000"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2006"	"2006"	183	1745283	10.5
	"Breast"	"26000"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2007"	"2007"	173	1766098	9.8
	"Breast"	"26000"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2008"	"2008"	188	1795231	10.5
	"Breast"	"26000"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2009"	"2009"	194	1819573	10.7
	"Breast"	"26000"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2010"	"2010"	183	1842462	9.9
	"Breast"	"26000"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2011"	"2011"	186	1870279	9.9
	"Breast"	"26000"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2012"	"2012"	181	1897969	9.5
	"Breast"	"26000"	" San Jose-Sunnyvale-Santa Clara, CA  "	"41940"	"2013"	"2013"	177	1928701	9.2
	"Breast"	"26000"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"1999"	"1999"	109	563157	19.4
	"Breast"	"26000"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2000"	"2000"	132	559879	23.6
	"Breast"	"26000"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2001"	"2001"	119	557476	21.3
	"Breast"	"26000"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2002"	"2002"	137	555702	24.7
	"Breast"	"26000"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2003"	"2003"	130	555483	23.4
	"Breast"	"26000"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2004"	"2004"	115	555495	20.7
	"Breast"	"26000"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2005"	"2005"	113	556652	20.3
	"Breast"	"26000"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2006"	"2006"	110	557626	19.7
	"Breast"	"26000"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2007"	"2007"	85	560032	15.2
	"Breast"	"26000"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2008"	"2008"	89	561548	15.8
	"Breast"	"26000"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2009"	"2009"	105	562933	18.7
	"Breast"	"26000"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2010"	"2010"	95	563655	16.9
	"Breast"	"26000"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2011"	"2011"	81	563913	14.4
	"Breast"	"26000"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2012"	"2012"	91	564134	16.1
	"Breast"	"26000"	" Scranton-Wilkes-Barre-Hazleton, PA  "	"42540"	"2013"	"2013"	115	561838	20.5
	"Breast"	"26000"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"1999"	"1999"	347	3019651	11.5
	"Breast"	"26000"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2000"	"2000"	380	3052187	12.5
	"Breast"	"26000"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2001"	"2001"	381	3092927	12.3
	"Breast"	"26000"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2002"	"2002"	373	3118302	12.0
	"Breast"	"26000"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2003"	"2003"	386	3133021	12.3
	"Breast"	"26000"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2004"	"2004"	363	3158967	11.5
	"Breast"	"26000"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2005"	"2005"	384	3198265	12.0
	"Breast"	"26000"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2006"	"2006"	402	3257081	12.3
	"Breast"	"26000"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2007"	"2007"	367	3304467	11.1
	"Breast"	"26000"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2008"	"2008"	370	3355042	11.0
	"Breast"	"26000"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2009"	"2009"	399	3414797	11.7
	"Breast"	"26000"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2010"	"2010"	381	3448234	11.0
	"Breast"	"26000"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2011"	"2011"	413	3498020	11.8
	"Breast"	"26000"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2012"	"2012"	356	3553831	10.0
	"Breast"	"26000"	" Seattle-Tacoma-Bellevue, WA  "	"42660"	"2013"	"2013"	430	3613621	11.9
