"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"MSA"	"MSA Code"	"Year"	"Year Code"	Count	Population	Crude Rate
	"Lung and Bronchus"	"22030"	" New Haven-Milford, CT  "	"35300"	"2006"	"2006"	741	850207	87.2
	"Lung and Bronchus"	"22030"	" New Haven-Milford, CT  "	"35300"	"2007"	"2007"	717	853598	84.0
	"Lung and Bronchus"	"22030"	" New Haven-Milford, CT  "	"35300"	"2008"	"2008"	715	856622	83.5
	"Lung and Bronchus"	"22030"	" New Haven-Milford, CT  "	"35300"	"2009"	"2009"	751	860025	87.3
	"Lung and Bronchus"	"22030"	" New Haven-Milford, CT  "	"35300"	"2010"	"2010"	700	863367	81.1
	"Lung and Bronchus"	"22030"	" New Haven-Milford, CT  "	"35300"	"2011"	"2011"	682	864049	78.9
	"Lung and Bronchus"	"22030"	" New Haven-Milford, CT  "	"35300"	"2012"	"2012"	755	864031	87.4
	"Lung and Bronchus"	"22030"	" New Haven-Milford, CT  "	"35300"	"2013"	"2013"	701	863016	81.2
	"Lung and Bronchus"	"22030"	" New Orleans-Metairie, LA  "	"35380"	"1999"	"1999"	1071	1338370	80.0
	"Lung and Bronchus"	"22030"	" New Orleans-Metairie, LA  "	"35380"	"2000"	"2000"	1063	1339280	79.4
	"Lung and Bronchus"	"22030"	" New Orleans-Metairie, LA  "	"35380"	"2001"	"2001"	1069	1344528	79.5
	"Lung and Bronchus"	"22030"	" New Orleans-Metairie, LA  "	"35380"	"2002"	"2002"	987	1354638	72.9
	"Lung and Bronchus"	"22030"	" New Orleans-Metairie, LA  "	"35380"	"2003"	"2003"	1024	1365146	75.0
	"Lung and Bronchus"	"22030"	" New Orleans-Metairie, LA  "	"35380"	"2004"	"2004"	1051	1377699	76.3
	"Lung and Bronchus"	"22030"	" New Orleans-Metairie, LA  "	"35380"	"2005"	"2005"	902	1231358	73.3
	"Lung and Bronchus"	"22030"	" New Orleans-Metairie, LA  "	"35380"	"2006"	"2006"	807	1040195	77.6
	"Lung and Bronchus"	"22030"	" New Orleans-Metairie, LA  "	"35380"	"2007"	"2007"	815	1096365	74.3
	"Lung and Bronchus"	"22030"	" New Orleans-Metairie, LA  "	"35380"	"2008"	"2008"	799	1135831	70.3
	"Lung and Bronchus"	"22030"	" New Orleans-Metairie, LA  "	"35380"	"2009"	"2009"	868	1167842	74.3
	"Lung and Bronchus"	"22030"	" New Orleans-Metairie, LA  "	"35380"	"2010"	"2010"	886	1195794	74.1
	"Lung and Bronchus"	"22030"	" New Orleans-Metairie, LA  "	"35380"	"2011"	"2011"	900	1214235	74.1
	"Lung and Bronchus"	"22030"	" New Orleans-Metairie, LA  "	"35380"	"2012"	"2012"	877	1228375	71.4
	"Lung and Bronchus"	"22030"	" New Orleans-Metairie, LA  "	"35380"	"2013"	"2013"	906	1241949	72.9
	"Lung and Bronchus"	"22030"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"1999"	"1999"	11717	18806645	62.3
	"Lung and Bronchus"	"22030"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2000"	"2000"	11917	18980010	62.8
	"Lung and Bronchus"	"22030"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2001"	"2001"	11790	19109150	61.7
	"Lung and Bronchus"	"22030"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2002"	"2002"	11912	19195261	62.1
	"Lung and Bronchus"	"22030"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2003"	"2003"	11825	19248311	61.4
	"Lung and Bronchus"	"22030"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2004"	"2004"	11760	19253664	61.1
	"Lung and Bronchus"	"22030"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2005"	"2005"	11836	19227714	61.6
	"Lung and Bronchus"	"22030"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2006"	"2006"	11899	19200372	62.0
	"Lung and Bronchus"	"22030"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2007"	"2007"	12137	19236108	63.1
	"Lung and Bronchus"	"22030"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2008"	"2008"	12215	19338823	63.2
	"Lung and Bronchus"	"22030"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2009"	"2009"	12010	19469123	61.7
	"Lung and Bronchus"	"22030"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2010"	"2010"	11690	19599534	59.6
	"Lung and Bronchus"	"22030"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2011"	"2011"	12043	19756128	61.0
	"Lung and Bronchus"	"22030"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2012"	"2012"	11769	19874606	59.2
	"Lung and Bronchus"	"22030"	" New York-Newark-Jersey City, NY-NJ-PA  "	"35620"	"2013"	"2013"	11833	20002086	59.2
